bedrooms,bathrooms,garden,street,price_pounds,nearest_station_name,nearest_station_miles,postcode_outer,tenure_freehold,tenure_leasehold
2.0,2.0,0,10191666.666666666,1300000,3900000.0,0.9,3900000.0,False,True
4.0,4.0,1,11071934.513219284,9150000,11442000.0,0.6,11402571.42857143,False,True
4.0,4.0,0,11071934.513219284,8950000,18819833.333333332,0.3,13234855.072463768,True,False
4.0,4.0,1,11071934.513219284,6950000,9814062.5,0.3,7816666.666666667,True,False
3.0,1.0,0,11071934.513219284,9450000,11261111.111111112,0.1,10466666.666666666,False,True
5.0,4.0,2,11071934.513219284,12950000,13016729.487179488,0.2,9915760.869565217,True,False
5.0,4.0,0,11071934.513219284,6950000,10355555.555555556,0.2,11738095.238095239,True,False
4.0,2.0,2,11071934.513219284,6450000,8453846.153846154,0.1,8265000.0,True,False
5.0,6.0,2,10318944.444444444,12846000,10517781.25,0.2,9848590.909090908,False,True
5.0,5.0,0,11071934.513219284,7500000,9814062.5,0.0,10902901.452554744,True,False
6.0,4.0,1,11071934.513219284,6950000,10549807.615384616,0.7,10902901.452554744,True,False
2.0,3.0,1,5833333.333333333,3365000,11261111.111111112,0.1,5833333.333333333,False,True
3.0,3.0,1,11071934.513219284,8325000,8400000.0,0.1,7850000.0,False,True
3.0,3.0,1,11071934.513219284,9450000,10746666.666666666,0.0,14600000.0,False,True
4.0,2.0,0,6500000.0,6500000,6500000.0,0.3,6500000.0,True,False
7.0,5.0,0,11071934.513219284,12500000,12500000.0,1.6,14875000.0,True,False
4.0,5.0,0,15386875.0,8250000,14365500.0,0.2,10902901.452554744,True,False
4.0,4.0,1,16475000.0,16500000,10935714.285714285,0.4,13413888.888888888,False,True
6.0,4.0,1,11362500.0,8000000,12577272.727272727,0.4,13255600.0,True,False
8.0,6.0,1,11071934.513219284,11950000,11352109.375,0.2,10902901.452554744,True,False
3.0,3.0,0,12464285.714285715,7250000,13016729.487179488,0.3,12067706.25,False,False
4.0,4.0,2,11362500.0,11950000,12577272.727272727,0.6,13255600.0,False,False
7.0,8.0,1,9250000.0,9250000,9250000.0,1.0,12550000.0,False,False
2.0,2.0,1,12685000.0,7450000,15250000.0,0.2,11738095.238095239,True,False
4.0,4.0,0,11071934.513219284,17000000,11750000.0,0.2,10612500.0,False,True
6.0,5.0,0,11071934.513219284,9750000,11798275.827586208,0.2,15933333.333333334,False,False
4.0,4.0,1,14435000.0,12850000,14365500.0,0.2,13577111.111111112,False,True
5.0,4.0,0,11071934.513219284,10000000,7880000.0,0.4,11109090.909090908,True,False
3.0,3.0,0,11071934.513219284,8201000,11555789.47368421,0.3,9693870.967741935,False,True
5.0,5.0,0,11071934.513219284,23000000,14365500.0,0.3,13577111.111111112,False,False
6.0,6.0,1,11071934.513219284,8000000,9200000.0,1.5,8499444.444444444,True,False
11.0,6.0,0,7315000.0,7495000,8864718.75,0.9,8490022.727272727,True,False
3.0,2.0,0,11071934.513219284,8130000,11352109.375,0.3,9693870.967741935,False,True
7.0,5.0,0,6750000.0,6750000,6750000.0,1.2,10902901.452554744,True,False
7.0,6.0,1,11071934.513219284,6950000,8864718.75,0.3,8490022.727272727,True,False
6.0,6.0,1,11071934.513219284,8000000,9200000.0,1.5,8499444.444444444,True,False
4.0,3.0,0,11071934.513219284,6450000,11442000.0,0.2,11402571.42857143,True,False
4.0,3.0,1,11071934.513219284,8500000,12577272.727272727,0.5,13255600.0,True,False
4.0,5.0,1,15000000.0,15000000,13016729.487179488,0.1,12067706.25,False,True
3.0,2.0,0,11071934.513219284,650000,650000.0,0.2,650000.0,False,True
5.0,3.0,1,11071934.513219284,1000000,4966666.666666667,1.6,10902901.452554744,True,False
5.0,5.0,0,12685000.0,6950000,10355555.555555556,0.2,10902901.452554744,True,False
6.0,7.0,0,15386875.0,20000000,14365500.0,0.3,10902901.452554744,True,False
9.0,9.0,1,10191666.666666666,12500000,12500000.0,0.1,12500000.0,True,False
6.0,5.0,1,11071934.513219284,8950000,8864718.75,0.6,8490022.727272727,True,False
3.0,2.0,0,11071934.513219284,11000000,18819833.333333332,0.2,13234855.072463768,False,True
4.0,3.0,0,12464285.714285715,8950000,13016729.487179488,0.2,13234855.072463768,False,True
6.0,5.0,0,11071934.513219284,10950000,18819833.333333332,0.3,13234855.072463768,True,False
3.0,3.0,1,11071934.513219284,15715000,13016729.487179488,0.2,13234855.072463768,False,True
5.0,6.0,1,11071934.513219284,15500000,9814062.5,0.1,12067706.25,True,False
2.0,1.0,0,11071934.513219284,475000,475000.0,0.2,10902901.452554744,False,True
3.0,3.0,0,11071934.513219284,7618000,11555789.47368421,0.3,9693870.967741935,False,True
4.0,3.0,0,11071934.513219284,7750000,12804545.454545455,0.2,12944750.0,False,False
1.0,1.0,1,10191666.666666666,17000000,13100000.0,0.8,12550000.0,False,False
5.0,2.0,0,6950000.0,6950000,8850000.0,0.1,11514117.647058824,False,False
5.0,6.0,1,11071934.513219284,14500000,10470416.666666666,0.9,13255600.0,True,False
4.0,3.0,1,11071934.513219284,11950000,11352109.375,0.3,12944750.0,True,False
6.0,6.0,0,11071934.513219284,18950000,20300000.0,0.3,13255600.0,True,False
3.0,3.0,1,11071934.513219284,15500000,11798275.827586208,0.2,10902901.452554744,False,True
13.0,19.0,0,11071934.513219284,11950000,10470416.666666666,0.9,10167999.966666667,True,False
5.0,5.0,1,11071934.513219284,9000000,8125000.0,0.2,11514117.647058824,False,True
4.0,4.0,0,11071934.513219284,6500000,6500000.0,0.5,6500000.0,True,False
7.0,6.0,0,11071934.513219284,15000000,12804545.454545455,0.1,10902901.452554744,False,True
4.0,3.0,1,1075000.0,1075000,1075000.0,0.3,10902901.452554744,True,False
5.0,5.0,1,11071934.513219284,12500000,9694230.76923077,0.5,11109090.909090908,False,False
7.0,6.0,2,11071934.513219284,11000000,8850000.0,0.2,9653846.153846154,True,False
1.0,1.0,0,11071934.513219284,8500000,11798275.827586208,0.2,10902901.452554744,True,False
3.0,4.0,1,6500666.666666667,11863000,10517781.25,0.2,9848590.909090908,False,False
4.0,3.0,1,11071934.513219284,8250000,10355555.555555556,0.2,11738095.238095239,False,True
4.0,3.0,1,11071934.513219284,7000000,7000000.0,1.1,14875000.0,True,False
5.0,4.0,0,11071934.513219284,12500000,11649166.666666666,0.4,13413888.888888888,False,True
6.0,4.0,1,11071934.513219284,9950000,12637500.0,0.2,11402571.42857143,True,False
3.0,1.0,0,11071934.513219284,9500000,15250000.0,0.3,10902901.452554744,False,True
1.0,1.0,1,11071934.513219284,6250000,3575000.0,0.2,5730000.0,True,False
3.0,3.0,0,6595000.0,6595000,11649166.666666666,0.1,7872500.0,False,True
2.0,3.0,1,11071934.513219284,4700000,3499285.714285714,0.2,3270000.0,False,False
3.0,2.0,0,11071934.513219284,8285000,11352109.375,0.3,9693870.967741935,False,True
3.0,3.0,0,11071934.513219284,8750000,9475000.0,0.2,10902901.452554744,False,False
5.0,2.0,2,515000.0,515000,515000.0,0.8,10902901.452554744,True,False
3.0,3.0,1,11071934.513219284,6250000,14365500.0,0.3,13577111.111111112,False,True
2.0,3.0,0,11071934.513219284,8500000,11352109.375,0.2,10902901.452554744,False,False
10.0,4.0,1,11071934.513219284,7950000,8983333.333333334,0.7,7940000.0,True,False
4.0,4.0,0,11071934.513219284,7000000,7000000.0,0.7,11375000.0,True,False
3.0,3.0,0,7483333.333333333,9450000,11261111.111111112,0.1,10466666.666666666,False,True
3.0,4.0,1,11071934.513219284,6450000,9814062.5,0.7,9915760.869565217,True,False
4.0,4.0,1,11071934.513219284,6500000,10746666.666666666,0.2,7992857.142857143,True,False
6.0,6.0,3,11071934.513219284,9500000,9500000.0,0.2,15785714.285714285,True,False
3.0,3.0,0,11071934.513219284,12950000,11750000.0,0.2,10612500.0,False,True
3.0,3.0,2,12685000.0,8950000,10355555.555555556,0.2,13234855.072463768,False,True
3.0,1.0,1,11071934.513219284,550000,550000.0,0.9,10902901.452554744,True,False
8.0,8.0,1,12923529.411764706,16500000,11798275.827586208,0.3,15933333.333333334,True,False
7.0,4.0,3,11071934.513219284,6750000,8850000.0,0.1,9653846.153846154,False,True
4.0,3.0,1,11071934.513219284,6950000,18819833.333333332,0.3,13234855.072463768,False,True
6.0,6.0,1,11071934.513219284,15950000,11352109.375,0.2,15950000.0,False,True
6.0,8.0,0,10191666.666666666,6950000,13100000.0,1.1,12550000.0,True,False
7.0,5.0,1,11071934.513219284,9495500,8864718.75,0.8,8490022.727272727,True,False
4.0,5.0,1,11071934.513219284,6900000,6900000.0,0.4,10612500.0,False,True
4.0,4.0,0,11071934.513219284,6250000,11442000.0,0.2,11402571.42857143,True,False
7.0,6.0,2,11071934.513219284,22500000,20987500.0,0.4,13413888.888888888,False,True
6.0,6.0,1,11071934.513219284,21950000,13016729.487179488,0.2,12067706.25,True,False
7.0,5.0,1,11071934.513219284,12500000,12500000.0,0.3,13255600.0,True,False
3.0,5.0,1,11071934.513219284,7400000,10549807.615384616,0.5,10167999.966666667,False,False
7.0,5.0,0,11071934.513219284,35000000,18819833.333333332,0.2,15933333.333333334,True,False
7.0,7.0,1,11071934.513219284,9000000,7300000.0,0.2,9653846.153846154,True,False
4.0,4.0,0,11071934.513219284,9950000,14261538.461538462,0.3,13577111.111111112,False,True
4.0,4.0,1,11071934.513219284,11950000,11352109.375,0.3,10902901.452554744,True,False
5.0,4.0,0,11071934.513219284,7950000,10355555.555555556,0.2,11738095.238095239,True,False
5.0,3.0,0,1699950.0,1699950,1699950.0,0.4,1699950.0,True,False
3.0,3.0,0,11071934.513219284,8999950,13016729.487179488,0.1,12067706.25,False,True
4.0,4.0,0,11071934.513219284,23500000,14365500.0,0.3,18116666.666666668,False,True
7.0,6.0,0,10495454.545454545,7950000,12154540.909090908,0.4,12644438.888888888,True,False
6.0,5.0,3,11071934.513219284,8950000,8850000.0,0.4,9653846.153846154,True,False
5.0,4.0,0,12397333.333333334,12846000,10517781.25,0.1,10902901.452554744,False,False
3.0,3.0,0,11071934.513219284,6950000,11352109.375,0.2,12944750.0,False,True
6.0,5.0,2,11071934.513219284,10500000,12637500.0,0.4,11402571.42857143,True,False
6.0,6.0,1,13208333.333333334,6500000,10355555.555555556,0.3,9915760.869565217,True,False
3.0,3.0,0,11071934.513219284,8395000,11555789.47368421,0.4,9693870.967741935,False,False
3.0,3.0,0,6500000.0,6500000,18819833.333333332,0.2,13234855.072463768,False,True
4.0,3.0,2,7483333.333333333,6500000,6500000.0,0.3,11514117.647058824,True,False
7.0,5.0,1,11071934.513219284,30000000,9814062.5,0.4,12067706.25,False,False
5.0,5.0,0,9355555.555555556,7500000,7500000.0,0.5,8490022.727272727,True,False
5.0,6.0,1,11071934.513219284,35000000,18819833.333333332,0.4,10902901.452554744,True,False
9.0,9.0,0,11071934.513219284,11950000,10470416.666666666,0.9,10167999.966666667,False,False
4.0,5.0,0,10318944.444444444,6000000,6800000.0,0.2,9848590.909090908,True,False
5.0,6.0,0,11071934.513219284,8500000,11649166.666666666,0.2,13413888.888888888,False,True
3.0,4.0,0,11071934.513219284,6900000,11352109.375,0.2,12944750.0,False,True
4.0,2.0,2,11071934.513219284,6750000,8453846.153846154,0.3,8265000.0,True,False
6.0,7.0,1,11071934.513219284,7350000,7880000.0,0.3,11109090.909090908,False,True
4.0,3.0,1,11071934.513219284,15500000,11442000.0,0.3,11402571.42857143,True,False
3.0,2.0,1,11071934.513219284,8201000,11352109.375,1.4,9693870.967741935,False,False
3.0,4.0,1,12923529.411764706,6500000,12804545.454545455,0.7,10902901.452554744,False,True
3.0,3.0,0,11071934.513219284,8500000,10355555.555555556,0.2,9915760.869565217,False,True
10.0,8.0,1,11071934.513219284,15000000,12637500.0,0.2,11402571.42857143,True,False
8.0,11.0,0,10495454.545454545,12000000,9200000.0,0.6,12000000.0,True,False
6.0,6.0,0,12923529.411764706,19750000,11352109.375,0.3,12944750.0,True,False
4.0,4.0,3,11071934.513219284,6750000,8453846.153846154,0.1,8265000.0,True,False
5.0,7.0,1,11071934.513219284,20000000,13016729.487179488,0.3,10902901.452554744,False,True
4.0,3.0,2,8250000.0,8250000,8466428.57142857,0.2,10902901.452554744,False,False
3.0,3.0,3,11071934.513219284,12180000,14365500.0,0.2,13577111.111111112,False,True
5.0,5.0,0,11071934.513219284,7950000,8850000.0,0.1,11514117.647058824,False,True
8.0,4.0,3,11071934.513219284,8000000,12804545.454545455,0.2,9653846.153846154,False,True
3.0,2.0,1,11071934.513219284,7500000,10935714.285714285,0.3,13413888.888888888,False,True
6.0,3.0,2,11071934.513219284,6500000,6500000.0,0.3,6500000.0,True,False
5.0,3.0,1,11071934.513219284,6500000,14365500.0,0.2,13577111.111111112,True,False
6.0,3.0,0,15386875.0,6350000,11800000.0,0.2,13577111.111111112,True,False
5.0,3.0,0,11071934.513219284,8450000,11352109.375,0.1,12944750.0,False,False
7.0,6.0,1,12464285.714285715,13500000,13016729.487179488,0.3,13234855.072463768,True,False
4.0,5.0,1,11071934.513219284,10250000,9814062.5,0.4,9915760.869565217,True,False
5.0,4.0,2,11071934.513219284,7500000,10355555.555555556,0.2,11738095.238095239,True,False
3.0,2.0,0,12464285.714285715,6250000,13016729.487179488,0.3,12067706.25,False,False
5.0,5.0,1,4786666.666666667,7000000,7000000.0,1.4,7000000.0,True,False
3.0,3.0,1,11071934.513219284,6500000,6500000.0,0.4,10902901.452554744,True,False
3.0,3.0,1,11071934.513219284,6950000,11798275.827586208,0.2,10638888.777777778,False,True
4.0,5.0,1,10318944.444444444,10000000,10517781.25,0.2,10902901.452554744,False,False
4.0,4.0,1,12685000.0,11750000,10355555.555555556,0.3,11738095.238095239,False,True
4.0,1.0,0,12923529.411764706,7000000,11352109.375,0.2,12944750.0,False,True
6.0,5.0,2,11071934.513219284,9000000,14261538.461538462,0.4,13577111.111111112,True,False
5.0,4.0,1,12685000.0,6850000,10355555.555555556,0.2,11738095.238095239,True,False
5.0,3.0,1,12464285.714285715,6500000,9814062.5,0.4,12067706.25,False,False
8.0,3.0,1,11071934.513219284,8500000,8864718.75,0.8,8490022.727272727,True,False
6.0,6.0,1,9500000.0,9500000,9500000.0,0.8,11375000.0,True,False
6.0,6.0,1,12464285.714285715,19950000,13016729.487179488,0.2,13234855.072463768,False,False
3.0,3.0,1,11071934.513219284,7950000,10355555.555555556,0.2,13234855.072463768,False,False
3.0,3.0,1,11071934.513219284,6400000,13016729.487179488,0.1,10100000.0,False,True
7.0,5.0,0,8000000.0,8000000,8000000.0,0.8,8000000.0,True,False
2.0,1.0,1,400000.0,400000,400000.0,0.3,400000.0,False,True
6.0,4.0,2,11071934.513219284,6950000,10549807.615384616,0.7,10167999.966666667,True,False
8.0,7.0,0,11071934.513219284,9250000,9814062.5,0.1,10902901.452554744,True,False
3.0,4.0,1,11870800.0,7695000,11555789.47368421,0.4,9693870.967741935,False,True
3.0,3.0,1,11071934.513219284,2400000,3499285.714285714,0.2,3270000.0,False,True
7.0,7.0,2,11071934.513219284,14950000,14365500.0,0.2,13577111.111111112,True,False
6.0,6.0,0,11071934.513219284,9950000,12154540.909090908,0.9,10902901.452554744,True,False
3.0,4.0,0,11071934.513219284,6655000,6412000.0,0.1,6412000.0,False,True
5.0,5.0,1,11071934.513219284,8500000,10355555.555555556,0.4,10902901.452554744,True,False
5.0,4.0,2,11071934.513219284,12500000,11649166.666666666,0.4,13413888.888888888,False,True
5.0,4.0,1,11071934.513219284,10500000,11649166.666666666,0.4,13413888.888888888,False,True
4.0,4.0,1,10318944.444444444,11000000,10517781.25,0.2,10902901.452554744,False,False
4.0,4.0,1,15386875.0,6950000,14365500.0,0.3,13577111.111111112,False,True
3.0,3.0,0,11071934.513219284,13500000,12804545.454545455,0.1,13500000.0,False,True
5.0,4.0,3,11071934.513219284,10950000,9814062.5,0.4,9915760.869565217,True,False
5.0,5.0,1,11071934.513219284,15950000,12804545.454545455,0.1,11514117.647058824,False,True
6.0,4.0,1,15386875.0,10995000,14365500.0,0.2,13577111.111111112,True,False
1.0,1.0,0,6500666.666666667,610000,10517781.25,0.2,610000.0,False,True
6.0,6.0,1,11071934.513219284,14950000,11442000.0,0.2,11402571.42857143,True,False
3.0,3.0,3,775000.0,775000,2833333.3333333335,1.1,775000.0,True,False
3.0,3.0,0,11071934.513219284,8999950,13016729.487179488,0.1,12067706.25,False,True
4.0,4.0,0,11071934.513219284,23500000,14365500.0,0.3,18116666.666666668,False,True
7.0,6.0,0,10495454.545454545,7950000,12154540.909090908,0.4,12644438.888888888,True,False
6.0,5.0,3,11071934.513219284,8950000,8850000.0,0.4,9653846.153846154,True,False
5.0,4.0,0,12397333.333333334,12846000,10517781.25,0.1,10902901.452554744,False,False
3.0,3.0,0,11071934.513219284,6950000,11352109.375,0.2,12944750.0,False,True
6.0,5.0,2,11071934.513219284,10500000,12637500.0,0.4,11402571.42857143,True,False
6.0,6.0,1,13208333.333333334,6500000,10355555.555555556,0.3,9915760.869565217,True,False
3.0,3.0,0,11071934.513219284,8395000,11555789.47368421,0.4,9693870.967741935,False,False
3.0,3.0,0,6500000.0,6500000,18819833.333333332,0.2,13234855.072463768,False,True
4.0,3.0,2,7483333.333333333,6500000,6500000.0,0.3,11514117.647058824,True,False
7.0,5.0,1,11071934.513219284,30000000,9814062.5,0.4,12067706.25,False,False
5.0,5.0,0,9355555.555555556,7500000,7500000.0,0.5,8490022.727272727,True,False
5.0,6.0,1,11071934.513219284,35000000,18819833.333333332,0.4,10902901.452554744,True,False
9.0,9.0,0,11071934.513219284,11950000,10470416.666666666,0.9,10167999.966666667,False,False
4.0,5.0,0,10318944.444444444,6000000,6800000.0,0.2,9848590.909090908,True,False
5.0,6.0,0,11071934.513219284,8500000,11649166.666666666,0.2,13413888.888888888,False,True
3.0,4.0,0,11071934.513219284,6900000,11352109.375,0.2,12944750.0,False,True
4.0,2.0,2,11071934.513219284,6750000,8453846.153846154,0.3,8265000.0,True,False
6.0,7.0,1,11071934.513219284,7350000,7880000.0,0.3,11109090.909090908,False,True
4.0,3.0,1,11071934.513219284,15500000,11442000.0,0.3,11402571.42857143,True,False
3.0,2.0,1,11071934.513219284,8201000,11352109.375,1.4,9693870.967741935,False,False
3.0,4.0,1,12923529.411764706,6500000,12804545.454545455,0.7,10902901.452554744,False,True
3.0,3.0,0,11071934.513219284,8500000,10355555.555555556,0.2,9915760.869565217,False,True
10.0,8.0,1,11071934.513219284,15000000,12637500.0,0.2,11402571.42857143,True,False
8.0,11.0,0,10495454.545454545,12000000,9200000.0,0.6,12000000.0,True,False
6.0,6.0,0,12923529.411764706,19750000,11352109.375,0.3,12944750.0,True,False
4.0,4.0,3,11071934.513219284,6750000,8453846.153846154,0.1,8265000.0,True,False
5.0,7.0,1,11071934.513219284,20000000,13016729.487179488,0.3,10902901.452554744,False,True
4.0,3.0,2,8250000.0,8250000,8466428.57142857,0.2,10902901.452554744,False,False
3.0,3.0,3,11071934.513219284,12180000,14365500.0,0.2,13577111.111111112,False,True
5.0,5.0,0,11071934.513219284,7950000,8850000.0,0.1,11514117.647058824,False,True
8.0,4.0,3,11071934.513219284,8000000,12804545.454545455,0.2,9653846.153846154,False,True
3.0,2.0,1,11071934.513219284,7500000,10935714.285714285,0.3,13413888.888888888,False,True
6.0,3.0,2,11071934.513219284,6500000,6500000.0,0.3,6500000.0,True,False
5.0,3.0,1,11071934.513219284,6500000,14365500.0,0.2,13577111.111111112,True,False
6.0,3.0,0,15386875.0,6350000,11800000.0,0.2,13577111.111111112,True,False
5.0,3.0,0,11071934.513219284,8450000,11352109.375,0.1,12944750.0,False,False
7.0,6.0,1,12464285.714285715,13500000,13016729.487179488,0.3,13234855.072463768,True,False
4.0,5.0,1,11071934.513219284,10250000,9814062.5,0.4,9915760.869565217,True,False
5.0,4.0,2,11071934.513219284,7500000,10355555.555555556,0.2,11738095.238095239,True,False
3.0,2.0,0,12464285.714285715,6250000,13016729.487179488,0.3,12067706.25,False,False
5.0,5.0,1,4786666.666666667,7000000,7000000.0,1.4,7000000.0,True,False
3.0,3.0,1,11071934.513219284,6500000,6500000.0,0.4,10902901.452554744,True,False
3.0,3.0,1,11071934.513219284,6950000,11798275.827586208,0.2,10638888.777777778,False,True
4.0,5.0,1,10318944.444444444,10000000,10517781.25,0.2,10902901.452554744,False,False
4.0,4.0,1,12685000.0,11750000,10355555.555555556,0.3,11738095.238095239,False,True
4.0,1.0,0,12923529.411764706,7000000,11352109.375,0.2,12944750.0,False,True
6.0,5.0,2,11071934.513219284,9000000,14261538.461538462,0.4,13577111.111111112,True,False
5.0,4.0,1,12685000.0,6850000,10355555.555555556,0.2,11738095.238095239,True,False
5.0,3.0,1,12464285.714285715,6500000,9814062.5,0.4,12067706.25,False,False
8.0,3.0,1,11071934.513219284,8500000,8864718.75,0.8,8490022.727272727,True,False
6.0,6.0,1,9500000.0,9500000,9500000.0,0.8,11375000.0,True,False
6.0,6.0,1,12464285.714285715,19950000,13016729.487179488,0.2,13234855.072463768,False,False
3.0,3.0,1,11071934.513219284,7950000,10355555.555555556,0.2,13234855.072463768,False,False
3.0,3.0,1,11071934.513219284,6400000,13016729.487179488,0.1,10100000.0,False,True
7.0,5.0,0,8000000.0,8000000,8000000.0,0.8,8000000.0,True,False
2.0,1.0,1,400000.0,400000,400000.0,0.3,400000.0,False,True
6.0,4.0,2,11071934.513219284,6950000,10549807.615384616,0.7,10167999.966666667,True,False
8.0,7.0,0,11071934.513219284,9250000,9814062.5,0.1,10902901.452554744,True,False
3.0,4.0,1,11870800.0,7695000,11555789.47368421,0.4,9693870.967741935,False,True
3.0,3.0,1,11071934.513219284,2400000,3499285.714285714,0.2,3270000.0,False,True
7.0,7.0,2,11071934.513219284,14950000,14365500.0,0.2,13577111.111111112,True,False
6.0,6.0,0,11071934.513219284,9950000,12154540.909090908,0.9,10902901.452554744,True,False
3.0,4.0,0,11071934.513219284,6655000,6412000.0,0.1,6412000.0,False,True
5.0,5.0,1,11071934.513219284,8500000,10355555.555555556,0.4,10902901.452554744,True,False
5.0,4.0,2,11071934.513219284,12500000,11649166.666666666,0.4,13413888.888888888,False,True
5.0,4.0,1,11071934.513219284,10500000,11649166.666666666,0.4,13413888.888888888,False,True
4.0,4.0,1,10318944.444444444,11000000,10517781.25,0.2,10902901.452554744,False,False
4.0,4.0,1,15386875.0,6950000,14365500.0,0.3,13577111.111111112,False,True
3.0,3.0,0,11071934.513219284,13500000,12804545.454545455,0.1,13500000.0,False,True
5.0,4.0,3,11071934.513219284,10950000,9814062.5,0.4,9915760.869565217,True,False
5.0,5.0,1,11071934.513219284,15950000,12804545.454545455,0.1,11514117.647058824,False,True
6.0,4.0,1,15386875.0,10995000,14365500.0,0.2,13577111.111111112,True,False
1.0,1.0,0,6500666.666666667,610000,10517781.25,0.2,610000.0,False,True
6.0,6.0,1,11071934.513219284,14950000,11442000.0,0.2,11402571.42857143,True,False
3.0,3.0,3,775000.0,775000,2833333.3333333335,1.1,775000.0,True,False
5.0,6.0,0,11071934.513219284,14950000,11352109.375,0.4,12944750.0,True,False
1.0,1.0,1,11071934.513219284,280000,280000.0,6.1,10902901.452554744,False,True
4.0,4.0,0,12923529.411764706,11500000,11352109.375,0.3,12944750.0,False,True
7.0,7.0,0,11071934.513219284,35000000,18819833.333333332,0.2,15933333.333333334,True,False
3.0,3.0,0,11071934.513219284,9000000,13016729.487179488,0.1,12067706.25,False,True
4.0,5.0,0,11071934.513219284,15000000,11798275.827586208,0.2,15933333.333333334,True,False
5.0,5.0,1,11071934.513219284,7950000,8850000.0,0.1,9653846.153846154,False,True
5.0,4.0,3,11071934.513219284,7500000,10355555.555555556,0.5,9915760.869565217,True,False
7.0,4.0,0,11071934.513219284,16950000,20300000.0,0.4,13255600.0,True,False
3.0,3.0,2,11071934.513219284,7400000,10549807.615384616,0.6,10167999.966666667,False,False
3.0,4.0,0,11071934.513219284,8201000,11555789.47368421,0.4,9693870.967741935,False,True
4.0,2.0,1,11071934.513219284,7950000,9814062.5,0.7,9915760.869565217,True,False
5.0,5.0,1,11071934.513219284,9000000,14261538.461538462,0.4,13577111.111111112,True,False
5.0,4.0,1,11071934.513219284,12250000,9814062.5,0.6,9915760.869565217,True,False
6.0,7.0,0,11071934.513219284,11950000,11800000.0,0.3,13577111.111111112,True,False
3.0,3.0,1,8625000.0,8625000,9420833.333333334,0.4,9475000.0,False,True
7.0,7.0,1,11071934.513219284,8250000,10549807.615384616,0.7,10167999.966666667,True,False
4.0,6.0,1,8362500.0,6950000,8466428.57142857,0.2,8957307.692307692,False,True
4.0,5.0,1,10318944.444444444,11500000,10517781.25,0.2,10902901.452554744,False,False
5.0,5.0,2,11071934.513219284,7950000,12137500.0,0.2,12067706.25,True,False
5.0,6.0,1,11071934.513219284,7500000,9814062.5,0.6,9915760.869565217,True,False
3.0,4.0,1,11071934.513219284,8300000,8466428.57142857,0.0,8957307.692307692,False,False
3.0,2.0,0,11071934.513219284,7950000,11352109.375,0.3,10902901.452554744,False,True
4.0,5.0,1,10550000.0,12950000,9475000.0,0.2,10850000.0,False,True
6.0,3.0,0,7995000.0,7995000,7247500.0,0.9,8490022.727272727,True,False
5.0,5.0,1,22000000.0,22000000,11352109.375,0.2,12944750.0,False,True
3.0,1.0,0,11071934.513219284,510000,510000.0,1.2,10902901.452554744,True,False
9.0,9.0,0,11071934.513219284,6500000,10470416.666666666,1.3,10167999.966666667,False,False
3.0,3.0,0,11071934.513219284,6595000,11649166.666666666,0.1,7872500.0,False,True
4.0,6.0,1,12464285.714285715,22500000,13016729.487179488,0.3,9915760.869565217,False,True
10.0,9.0,0,10495454.545454545,20000000,12154540.909090908,1.0,12644438.888888888,True,False
3.0,3.0,0,11071934.513219284,6950000,13016729.487179488,0.4,12067706.25,True,False
1.0,1.0,1,11071934.513219284,200000,200000.0,0.3,10902901.452554744,False,True
10.0,10.0,1,12685000.0,25000000,13016729.487179488,0.1,13234855.072463768,True,False
7.0,4.0,2,11071934.513219284,14850000,10355555.555555556,0.3,11738095.238095239,True,False
8.0,5.0,2,11071934.513219284,10000000,9694230.76923077,0.5,11109090.909090908,True,False
6.0,6.0,0,11071934.513219284,9950000,9694230.76923077,0.7,8957307.692307692,True,False
6.0,6.0,0,11071934.513219284,19750000,11352109.375,0.3,12944750.0,True,False
5.0,5.0,1,11071934.513219284,22500000,13016729.487179488,0.2,13234855.072463768,False,True
6.0,5.0,1,11071934.513219284,8750000,9279000.0,0.4,13255600.0,True,False
3.0,2.0,0,11071934.513219284,6250000,13016729.487179488,0.2,10902901.452554744,False,False
14.0,20.0,1,15386875.0,22000000,15737500.0,0.3,13577111.111111112,True,False
6.0,6.0,1,11071934.513219284,18950000,10355555.555555556,0.2,11738095.238095239,True,False
4.0,4.0,1,10550000.0,11000000,15250000.0,0.3,10483333.333333334,False,False
4.0,2.0,0,11071934.513219284,7750000,13016729.487179488,0.1,13234855.072463768,False,False
4.0,3.0,1,6825000.0,6825000,9694230.76923077,0.2,11429166.666666666,False,True
6.0,5.0,1,11071934.513219284,6700000,6537500.0,1.0,7150000.0,True,False
4.0,2.0,2,11925000.0,6750000,8453846.153846154,0.3,10902901.452554744,True,False
4.0,1.0,0,11071934.513219284,7750000,18819833.333333332,0.2,7750000.0,False,True
5.0,4.0,0,11071934.513219284,25000000,20300000.0,0.4,13255600.0,True,False
5.0,4.0,2,11071934.513219284,15000000,11442000.0,0.3,11402571.42857143,True,False
3.0,4.0,0,11870800.0,9000000,11352109.375,0.1,9693870.967741935,False,True
5.0,5.0,1,11071934.513219284,8000000,9200000.0,1.6,8499444.444444444,True,False
4.0,4.0,0,11071934.513219284,8000000,10746666.666666666,0.3,7992857.142857143,False,True
8.0,8.0,2,11071934.513219284,16500000,11798275.827586208,0.3,15933333.333333334,True,False
